filename,label

"WellH01_PointH01_0000_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0000.tiff",0

"WellH01_PointH01_0001_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0001.tiff",0

"WellH01_PointH01_0002_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0002.tiff",0

"WellH01_PointH01_0003_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0003.tiff",0

"WellH01_PointH01_0004_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0004.tiff",0

"WellH01_PointH01_0005_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0005.tiff",0

"WellH01_PointH01_0006_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0006.tiff",0

"WellH01_PointH01_0007_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0007.tiff",0

"WellH01_PointH01_0008_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0008.tiff",0

"WellH02_PointH02_0000_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0009.tiff",0

"WellH02_PointH02_0001_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0010.tiff",0

"WellH02_PointH02_0002_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0011.tiff",0

"WellH02_PointH02_0003_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0012.tiff",0

"WellH02_PointH02_0004_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0013.tiff",0

"WellH02_PointH02_0005_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0014.tiff",0

"WellH02_PointH02_0006_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0015.tiff",0

"WellH02_PointH02_0007_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0016.tiff",0

"WellH02_PointH02_0008_ChannelDAPI,WF_GFP,TRITC,WF_Cy5_Seq0017.tiff",0

