filename,label

"WellE12_PointE12_0000_ChannelDAPI,TRITC,WF_Cy5_Seq0000.tiff",0

"WellE12_PointE12_0001_ChannelDAPI,TRITC,WF_Cy5_Seq0001.tiff",0

"WellE12_PointE12_0002_ChannelDAPI,TRITC,WF_Cy5_Seq0002.tiff",0

"WellE12_PointE12_0003_ChannelDAPI,TRITC,WF_Cy5_Seq0003.tiff",0

"WellE12_PointE12_0004_ChannelDAPI,TRITC,WF_Cy5_Seq0004.tiff",0

"WellE12_PointE12_0005_ChannelDAPI,TRITC,WF_Cy5_Seq0005.tiff",0

"WellE12_PointE12_0006_ChannelDAPI,TRITC,WF_Cy5_Seq0006.tiff",0

"WellE12_PointE12_0007_ChannelDAPI,TRITC,WF_Cy5_Seq0007.tiff",0

"WellE12_PointE12_0008_ChannelDAPI,TRITC,WF_Cy5_Seq0008.tiff",0

"WellF12_PointF12_0000_ChannelDAPI,TRITC,WF_Cy5_Seq0009.tiff",0

"WellF12_PointF12_0001_ChannelDAPI,TRITC,WF_Cy5_Seq0010.tiff",0

"WellF12_PointF12_0002_ChannelDAPI,TRITC,WF_Cy5_Seq0011.tiff",0

"WellF12_PointF12_0003_ChannelDAPI,TRITC,WF_Cy5_Seq0012.tiff",0

"WellF12_PointF12_0004_ChannelDAPI,TRITC,WF_Cy5_Seq0013.tiff",0

"WellF12_PointF12_0005_ChannelDAPI,TRITC,WF_Cy5_Seq0014.tiff",0

"WellF12_PointF12_0006_ChannelDAPI,TRITC,WF_Cy5_Seq0015.tiff",0

"WellF12_PointF12_0007_ChannelDAPI,TRITC,WF_Cy5_Seq0016.tiff",0

"WellF12_PointF12_0008_ChannelDAPI,TRITC,WF_Cy5_Seq0017.tiff",0

"WellG12_PointG12_0000_ChannelDAPI,TRITC,WF_Cy5_Seq0018.tiff",0

"WellG12_PointG12_0001_ChannelDAPI,TRITC,WF_Cy5_Seq0019.tiff",0

"WellG12_PointG12_0002_ChannelDAPI,TRITC,WF_Cy5_Seq0020.tiff",0

"WellG12_PointG12_0003_ChannelDAPI,TRITC,WF_Cy5_Seq0021.tiff",0

"WellG12_PointG12_0004_ChannelDAPI,TRITC,WF_Cy5_Seq0022.tiff",0

"WellG12_PointG12_0005_ChannelDAPI,TRITC,WF_Cy5_Seq0023.tiff",0

"WellG12_PointG12_0006_ChannelDAPI,TRITC,WF_Cy5_Seq0024.tiff",0

"WellG12_PointG12_0007_ChannelDAPI,TRITC,WF_Cy5_Seq0025.tiff",0

"WellG12_PointG12_0008_ChannelDAPI,TRITC,WF_Cy5_Seq0026.tiff",0

"WellH12_PointH12_0000_ChannelDAPI,TRITC,WF_Cy5_Seq0027.tiff",0

"WellH12_PointH12_0001_ChannelDAPI,TRITC,WF_Cy5_Seq0028.tiff",0

"WellH12_PointH12_0002_ChannelDAPI,TRITC,WF_Cy5_Seq0029.tiff",0

"WellH12_PointH12_0003_ChannelDAPI,TRITC,WF_Cy5_Seq0030.tiff",0

"WellH12_PointH12_0004_ChannelDAPI,TRITC,WF_Cy5_Seq0031.tiff",0

"WellH12_PointH12_0005_ChannelDAPI,TRITC,WF_Cy5_Seq0032.tiff",0

"WellH12_PointH12_0006_ChannelDAPI,TRITC,WF_Cy5_Seq0033.tiff",0

"WellH12_PointH12_0007_ChannelDAPI,TRITC,WF_Cy5_Seq0034.tiff",0

"WellH12_PointH12_0008_ChannelDAPI,TRITC,WF_Cy5_Seq0035.tiff",0

