filename,label

"WellE09_PointE09_0000_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0000.tiff",0

"WellE09_PointE09_0001_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0001.tiff",0

"WellE09_PointE09_0002_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0002.tiff",0

"WellE09_PointE09_0003_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0003.tiff",0

"WellE09_PointE09_0004_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0004.tiff",0

"WellE09_PointE09_0005_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0005.tiff",0

"WellE09_PointE09_0006_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0006.tiff",0

"WellE09_PointE09_0007_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0007.tiff",0

"WellE09_PointE09_0008_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0008.tiff",0

"WellE10_PointE10_0000_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0009.tiff",1

"WellE10_PointE10_0001_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0010.tiff",0

"WellE10_PointE10_0002_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0011.tiff",0

"WellE10_PointE10_0003_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0012.tiff",0

"WellE10_PointE10_0004_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0013.tiff",0

"WellE10_PointE10_0005_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0014.tiff",0

"WellE10_PointE10_0006_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0015.tiff",0

"WellE10_PointE10_0007_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0016.tiff",0

"WellE10_PointE10_0008_ChannelDAPI,WF_GFP,TRITC,WF_Cy5,DIA_Seq0017.tiff",0

